rank,repro_id,family,closure_status,owner,oracle_status,oracle_path,oracle_us,best_compile_us,memcopy_sol_us,launch_adjusted_gap,priority_score_3us,inductor_gap_close_track,gating_strategy,next_action,notes,writeup_path
60,sum_sum_1a663e225990,structured_pool_upsample_backward_reduce,needs_canonical_oracle,Curie,queued,,,2308.095932006836,1240.0319576263428,1.843480046933168,946.57747822292,structured scatter/upsample output-centric gather-reduce template,measure forced persistent+looped+coordinate-descent; gate by pattern/shape when a faster path regresses siblings,create canonical oracle scaffold,,
61,amax_sum_9940b361e5b4,online_softmax_cross_entropy,needs_canonical_oracle,Curie,queued,,,340.8640027046204,31.520001590251923,4.636343788515584,918.2883434651184,online_softmax / partitioned scatter gated templates,measure forced persistent+looped+coordinate-descent; gate by pattern/shape when a faster path regresses siblings,create canonical oracle scaffold,,
62,sum_sum_sum_87fd4ec7f051,multi_output_reduction_templates,needs_canonical_oracle,Curie,queued,,,497.5680112838745,96.96000069379808,4.21810790401288,895.6593343874363,multi-output reduction fusion / scalar accumulators / R0_BLOCK tuning,measure forced persistent+looped+coordinate-descent; gate by pattern/shape when a faster path regresses siblings,create canonical oracle scaffold,,
63,sum_sum_3219a09ab96a,structured_pool_upsample_backward_reduce,needs_canonical_oracle,Curie,queued,,,326.4000117778778,36.768000572919846,6.6929135487076525,874.5737287694067,structured scatter/upsample output-centric gather-reduce template,measure forced persistent+looped+coordinate-descent; gate by pattern/shape when a faster path regresses siblings,create canonical oracle scaffold,,
64,sum_sum_sum_dc96c4651516,multi_output_reduction_templates,needs_canonical_oracle,Curie,queued,,,524.3520140647888,124.92799758911131,3.829399562522237,801.7503027737323,multi-output reduction fusion / scalar accumulators / R0_BLOCK tuning,measure forced persistent+looped+coordinate-descent; gate by pattern/shape when a faster path regresses siblings,create canonical oracle scaffold,,
65,sum_sum_sum_6107a2f54029,multi_output_reduction_templates,needs_canonical_oracle,Curie,queued,,,525.2799987792969,125.91999769210815,3.808584741655297,798.1859736077456,multi-output reduction fusion / scalar accumulators / R0_BLOCK tuning,measure forced persistent+looped+coordinate-descent; gate by pattern/shape when a faster path regresses siblings,create canonical oracle scaffold,,
66,amax_sum_sum_c9a6620c3408,online_softmax_cross_entropy,needs_canonical_oracle,Curie,queued,,,2980.9279441833496,1858.4959506988523,1.598784885033424,760.9890267376953,online_softmax / partitioned scatter gated templates,measure forced persistent+looped+coordinate-descent; gate by pattern/shape when a faster path regresses siblings,create canonical oracle scaffold,,
67,sum_sum_d73ef74614dc,structured_pool_upsample_backward_reduce,needs_canonical_oracle,Curie,queued,,,460.671991109848,102.36799716949464,3.9250221714576745,744.961126085243,structured scatter/upsample output-centric gather-reduce template,measure forced persistent+looped+coordinate-descent; gate by pattern/shape when a faster path regresses siblings,create canonical oracle scaffold,,
68,pointwise_f9c1d1b08ddb,layout_indexing_stencil_fusion,needs_canonical_oracle,Curie,queued,,,312.1280074119568,43.71200129389763,6.278725444317847,744.2213663655132,slice_scatter/select_scatter elision and stencil canonicalization,measure forced persistent+looped+coordinate-descent; gate by pattern/shape when a faster path regresses siblings,create canonical oracle scaffold,,
69,amax_sum_sum_6fd07d12d98a,online_softmax_cross_entropy,needs_canonical_oracle,Curie,queued,,,1098.7520217895508,480.0960123538971,2.26036008085912,731.7998128520454,online_softmax / partitioned scatter gated templates,measure forced persistent+looped+coordinate-descent; gate by pattern/shape when a faster path regresses siblings,create canonical oracle scaffold,,
70,amax_sum_sum_86d05d6810f4,online_softmax_cross_entropy,needs_canonical_oracle,Curie,queued,,,1098.8160371780396,480.25599122047424,2.259748068954534,731.4422417397859,online_softmax / partitioned scatter gated templates,measure forced persistent+looped+coordinate-descent; gate by pattern/shape when a faster path regresses siblings,create canonical oracle scaffold,,
71,amax_sum_f5253e4f250e,online_softmax_cross_entropy,needs_canonical_oracle,Curie,queued,,,484.44798588752747,127.9039978981018,3.700788315606916,679.2571402102277,online_softmax / partitioned scatter gated templates,measure forced persistent+looped+coordinate-descent; gate by pattern/shape when a faster path regresses siblings,create canonical oracle scaffold,,
72,amax_sum_sum_d5ddd6e16182,online_softmax_cross_entropy,needs_canonical_oracle,Curie,queued,,,1215.391993522644,581.6640257835388,2.0681749098086253,667.3775935461757,online_softmax / partitioned scatter gated templates,measure forced persistent+looped+coordinate-descent; gate by pattern/shape when a faster path regresses siblings,create canonical oracle scaffold,,
73,sum_sum_sum_8d668b8fcd9e,structured_pool_upsample_backward_reduce,needs_canonical_oracle,Curie,queued,,,696.3520050048828,240.447998046875,2.6332284991677275,662.5804198138877,structured scatter/upsample output-centric gather-reduce template,measure forced persistent+looped+coordinate-descent; gate by pattern/shape when a faster path regresses siblings,create canonical oracle scaffold,,
74,sum_sum_sum_1d1edd983280,structured_pool_upsample_backward_reduce,needs_canonical_oracle,Curie,queued,,,694.1120028495789,239.77600038051605,2.631444869314388,659.9121749863012,structured scatter/upsample output-centric gather-reduce template,measure forced persistent+looped+coordinate-descent; gate by pattern/shape when a faster path regresses siblings,create canonical oracle scaffold,,
75,sum_sum_a3da3e05e5db,multi_output_reduction_templates,needs_canonical_oracle,Curie,queued,,,691.9999718666077,242.7839934825897,2.684417921058176,656.1431874243971,multi-output reduction fusion / scalar accumulators / R0_BLOCK tuning,measure forced persistent+looped+coordinate-descent; gate by pattern/shape when a faster path regresses siblings,create canonical oracle scaffold,,
76,amax_sum_sum_5818707b6489,online_softmax_cross_entropy,needs_canonical_oracle,Curie,queued,,,1210.2080583572388,585.6639742851257,2.0454313782066333,647.6837192912187,online_softmax / partitioned scatter gated templates,measure forced persistent+looped+coordinate-descent; gate by pattern/shape when a faster path regresses siblings,create canonical oracle scaffold,,
77,sum_14fe7b321763,structured_pool_upsample_backward_reduce,needs_canonical_oracle,Curie,queued,,,276.6079902648926,39.8080013692379,5.667267302594972,637.0910733305004,structured scatter/upsample output-centric gather-reduce template,measure forced persistent+looped+coordinate-descent; gate by pattern/shape when a faster path regresses siblings,create canonical oracle scaffold,,
78,pointwise_531d72f1b34a,layout_indexing_stencil_fusion,needs_canonical_oracle,Maxwell,implemented,,,548.7679839134216,37.696000188589096,1.4227992606744615,630.0633366037199,slice_scatter/select_scatter elision and stencil canonicalization,measure forced persistent+looped+coordinate-descent; gate by pattern/shape when a faster path regresses siblings,1.10x measured via slice_scatter_elision pass,,
79,sum_sum_sum_cad09d5cca79,structured_pool_upsample_backward_reduce,needs_canonical_oracle,Curie,queued,,,434.112012386322,111.4879995584488,3.602948127425205,615.0728014313778,structured scatter/upsample output-centric gather-reduce template,measure forced persistent+looped+coordinate-descent; gate by pattern/shape when a faster path regresses siblings,create canonical oracle scaffold,,
80,sum_sum_75ee5fc5ea19,structured_pool_upsample_backward_reduce,needs_canonical_oracle,Curie,queued,,,3592.2560691833496,2473.952054977417,1.446768197550243,596.8861539997257,structured scatter/upsample output-centric gather-reduce template,measure forced persistent+looped+coordinate-descent; gate by pattern/shape when a faster path regresses siblings,create canonical oracle scaffold,,
81,sum_sum_ced249279c9d,multi_output_reduction_templates,needs_canonical_oracle,backlog,queued,,,391.1040127277374,92.70399808883668,3.735330263089888,594.8095476611064,multi-output reduction fusion / scalar accumulators / R0_BLOCK tuning,measure forced persistent+looped+coordinate-descent; gate by pattern/shape when a faster path regresses siblings,create canonical oracle scaffold,,
82,pointwise_6d842b54b40d,layout_indexing_stencil_fusion,needs_canonical_oracle,backlog,queued,,,256.9920122623444,39.712000638246536,6.016857286526176,577.2867587106927,slice_scatter/select_scatter elision and stencil canonicalization,measure forced persistent+looped+coordinate-descent; gate by pattern/shape when a faster path regresses siblings,create canonical oracle scaffold,,
83,sum_sum_sum_3cd8c07ebace,multi_output_reduction_templates,needs_canonical_oracle,backlog,queued,,,462.68799901008606,113.34399878978728,2.5798911707796366,574.9989538635095,multi-output reduction fusion / scalar accumulators / R0_BLOCK tuning,measure forced persistent+looped+coordinate-descent; gate by pattern/shape when a faster path regresses siblings,create canonical oracle scaffold,,
84,amax_sum_sum_9e768dff4978,online_softmax_cross_entropy,needs_canonical_oracle,backlog,queued,,,382.7199935913086,96.19200229644775,3.745107102227824,558.8960339159331,online_softmax / partitioned scatter gated templates,measure forced persistent+looped+coordinate-descent; gate by pattern/shape when a faster path regresses siblings,create canonical oracle scaffold,,
85,amax_sum_67d7c2666a5c,online_softmax_cross_entropy,needs_canonical_oracle,backlog,queued,,,246.75199389457703,28.60799990594387,3.220969013647777,528.9047196529826,online_softmax / partitioned scatter gated templates,measure forced persistent+looped+coordinate-descent; gate by pattern/shape when a faster path regresses siblings,create canonical oracle scaffold,,
86,pointwise_e26de0a669ae,layout_indexing_stencil_fusion,needs_canonical_oracle,backlog,queued,,,354.0160059928894,95.16800194978714,3.398510092989384,473.5284528749788,slice_scatter/select_scatter elision and stencil canonicalization,measure forced persistent+looped+coordinate-descent; gate by pattern/shape when a faster path regresses siblings,create canonical oracle scaffold,,
87,amax_sum_sum_99c1b87be2ea,online_softmax_cross_entropy,needs_canonical_oracle,backlog,queued,,,1842.4639701843264,1160.2879762649536,1.5797676111562355,451.1131739386625,online_softmax / partitioned scatter gated templates,measure forced persistent+looped+coordinate-descent; gate by pattern/shape when a faster path regresses siblings,create canonical oracle scaffold,,
88,sum_sum_sum_9e60972dd685,structured_pool_upsample_backward_reduce,needs_canonical_oracle,backlog,queued,,,131.99999928474426,8.86400043964386,7.389162339685647,444.723632897749,structured scatter/upsample output-centric gather-reduce template,measure forced persistent+looped+coordinate-descent; gate by pattern/shape when a faster path regresses siblings,create canonical oracle scaffold,,
89,amax_sum_557afc9e24ea,online_softmax_cross_entropy,needs_canonical_oracle,backlog,queued,,,326.3680040836334,88.41600269079208,3.5701408339582428,442.6778145460906,online_softmax / partitioned scatter gated templates,measure forced persistent+looped+coordinate-descent; gate by pattern/shape when a faster path regresses siblings,create canonical oracle scaffold,,
90,amax_sum_5f0c26b7e967,online_softmax_cross_entropy,needs_canonical_oracle,backlog,queued,,,183.23199450969696,25.631999596953392,6.399552846081832,438.7012169806958,online_softmax / partitioned scatter gated templates,measure forced persistent+looped+coordinate-descent; gate by pattern/shape when a faster path regresses siblings,create canonical oracle scaffold,,
91,sum_sum_sum_9fe928f49216,multi_output_reduction_templates,needs_canonical_oracle,backlog,queued,,,236.38400435447693,46.01600021123886,4.544447927455263,435.2790157693538,multi-output reduction fusion / scalar accumulators / R0_BLOCK tuning,measure forced persistent+looped+coordinate-descent; gate by pattern/shape when a faster path regresses siblings,create canonical oracle scaffold,,
92,sum_6eb0b2e3c35e,multi_output_reduction_templates,needs_canonical_oracle,backlog,queued,,,1564.5439624786377,957.3439955711364,1.6291495231853572,428.1559635480608,multi-output reduction fusion / scalar accumulators / R0_BLOCK tuning,measure forced persistent+looped+coordinate-descent; gate by pattern/shape when a faster path regresses siblings,create canonical oracle scaffold,,
93,var_mean_var_mean_var_mean_0407b3e7c77f,norm_template_canonicalization,needs_canonical_oracle,backlog,queued,,,225.1199930906296,39.68000039458275,4.11704446719303,426.81757573493945,norm/pool composite template recovery,measure forced persistent+looped+coordinate-descent; gate by pattern/shape when a faster path regresses siblings,create canonical oracle scaffold,,
94,sum_sum_sum_a970af617f4c,multi_output_reduction_templates,needs_canonical_oracle,backlog,queued,,,237.37600445747373,47.968000173568726,4.398458414135023,423.1277509608687,multi-output reduction fusion / scalar accumulators / R0_BLOCK tuning,measure forced persistent+looped+coordinate-descent; gate by pattern/shape when a faster path regresses siblings,create canonical oracle scaffold,,
