queue_rank,repro_dir,pattern_hash,kind,family,n_points,n_models,total_occurrences,old_oracle_candidates,status,owner,notes
107,sum_sum_sum_8a3378108574,8a3378108574,reduction,reduction_general,1,2,46,,claimed,Codex,claimed_2026-06-12_batch_106-110_topdown
108,pointwise_014bbb0703c3,014bbb0703c3,pointwise,layout_indexing_stencil_fusion,4,3,45,pointwise_106406131986,claimed,Codex,claimed_2026-06-12_batch_106-110_topdown
109,mean_8818e35b12aa,8818e35b12aa,reduction,unclassified_priority_gap,2,3,44,mean_d5150760404d,claimed,Codex,claimed_2026-06-12_batch_106-110_topdown
110,sum_6c6fa38d6351,6c6fa38d6351,reduction,unclassified_priority_gap,1,2,44,~sum_ebebe1ce6cce,claimed,Codex,claimed_2026-06-12_batch_106-110_topdown
111,sum_sum_4c6ae5dbcf21,4c6ae5dbcf21,reduction,multi_output_reduction_templates,2,3,44,~sum_sum_bc46e8b5be67,claimed,codex,claimed_2026-06-12_batch_111-115_refill_queue
112,var_mean_45f7dfd4a983,45f7dfd4a983,reduction,norm_template_canonicalization,5,8,43,var_mean_d22940b03b5c;var_mean_d8fae237d769,claimed,codex,claimed_2026-06-12_batch_111-115_refill_queue
113,pointwise_35ecf6633bb0,35ecf6633bb0,pointwise,unclassified_priority_gap,2,2,36,pointwise_9a3b1c27ce63;pointwise_b46f81501f11,claimed,codex,claimed_2026-06-12_batch_111-115_refill_queue
114,pointwise_733dafce05a6,733dafce05a6,pointwise,unclassified_priority_gap,2,2,36,~pointwise_035529d03c14;~pointwise_0f6eed42fa2c;~pointwise_af2e722aed5d,claimed,codex,claimed_2026-06-12_batch_111-115_refill_queue
115,sum_e529e567d636,e529e567d636,reduction,reduction_general,2,3,36,,claimed,codex,claimed_2026-06-12_batch_111-115_refill_queue
116,sum_281f473c7326,281f473c7326,reduction,reduction_general,6,2,35,,unclaimed,,
117,amax_sum_979a0af8f7a7,979a0af8f7a7,reduction,reduction_softmax_like,2,3,34,amax_sum_4fb4f9a0bf43,unclaimed,,
118,mean_bf2ed36e56df,bf2ed36e56df,reduction,unclassified_priority_gap,2,3,34,mean_ee17938d7aff,unclaimed,,
119,sum_33b36e228e74,33b36e228e74,reduction,reduction_general,2,3,34,,unclaimed,,
120,sum_sum_c634506089db,c634506089db,reduction,reduction_general,2,3,34,,unclaimed,,
121,sum_sum_sum_e7781939b0a2,e7781939b0a2,reduction,reduction_general,2,4,34,,unclaimed,,
122,pointwise_88bffcefddc4,88bffcefddc4,pointwise,layout_indexing_stencil_fusion,19,4,33,~pointwise_72ba9dfd2891;~mean_c324cfc06a94,unclaimed,,
123,sum_sum_cd8694c00507,cd8694c00507,reduction,reduction_general,19,4,33,,unclaimed,,
124,var_mean_88858c55c3b4,88858c55c3b4,reduction,reduction_var_mean,19,4,33,,unclaimed,,
125,pointwise_182f6f9450b9,182f6f9450b9,pointwise,unclassified_priority_gap,10,2,32,pointwise_182f6f9450b9,unclaimed,,
126,pointwise_527df57b755b,527df57b755b,pointwise,layout_indexing_stencil_fusion,1,1,31,pointwise_352e97c8de09,unclaimed,,
127,sum_sum_a58657212bf4,a58657212bf4,reduction,reduction_general,27,14,31,,unclaimed,,
128,pointwise_364ae2743aa2,364ae2743aa2,pointwise,layout_indexing_stencil_fusion,6,4,30,pointwise_d47c7d477bf3;pointwise_fd8663effbda,unclaimed,,
129,pointwise_9640aefa2584,9640aefa2584,pointwise,unclassified_priority_gap,1,1,29,~pointwise_49473bb3f273;~pointwise_902799b6712e,unclaimed,,
130,mean_mean_7291b09200a4,7291b09200a4,reduction,reduction_general,1,1,28,,unclaimed,,
131,pointwise_1654cbbe1d50,1654cbbe1d50,pointwise,layout_indexing_stencil_fusion,16,4,28,~pointwise_f564ff7f54c2;~mean_7874ce26c7f3,unclaimed,,
132,sum_c2bf513c1ebf,c2bf513c1ebf,reduction,layout_indexing_stencil_fusion,9,47,28,~pointwise_fe13a47e3f19;~sum_22b5cd24890b;~sum_d7cc0afd5743,unclaimed,,
133,sum_sum_894f3180f3c4,894f3180f3c4,reduction,reduction_general,20,14,28,,unclaimed,,
134,var_mean_522de516d7b7,522de516d7b7,reduction,reduction_var_mean,16,4,28,,unclaimed,,
135,mean_mean_37961b6339c1,37961b6339c1,reduction,norm_template_canonicalization,1,1,27,mean_mean_fac851fa5f98,unclaimed,,
136,var_mean_c3d3da9339e4,c3d3da9339e4,reduction,norm_template_canonicalization,27,3,27,~var_mean_4581dbce69e5;~var_mean_bb7b5fefc1d5;~var_mean_bff30f530d6e,unclaimed,,
137,var_mean_c3ea8f7ce5c6,c3ea8f7ce5c6,reduction,norm_template_canonicalization,3,4,27,var_mean_1fad4754680a;var_mean_3711a161734e,unclaimed,,
138,sum_sum_3eee452cee40,3eee452cee40,reduction,reduction_general,14,4,26,,unclaimed,,
139,sum_sum_sum_966b39d54c96,966b39d54c96,reduction,reduction_general,3,4,26,,unclaimed,,
140,pointwise_3af9b4ebfd25,3af9b4ebfd25,pointwise,unclassified_priority_gap,2,1,25,~pointwise_e0498dcba9fe;~pointwise_28fded12b2f4;~pointwise_b673b7143973,unclaimed,,
141,pointwise_435f6504efa7,435f6504efa7,pointwise,unclassified_priority_gap,2,1,25,pointwise_e0498dcba9fe,unclaimed,,
142,sum_623a84402e27,623a84402e27,reduction,multi_output_reduction_templates,2,2,25,~sum_ab7572b27d2c;~sum_b8db5e701976,unclaimed,,
143,sum_sum_sum_00516eacb000,00516eacb000,reduction,reduction_general,2,1,25,,unclaimed,,
144,amax_sum_7f67e161bd21,7f67e161bd21,reduction,unclassified_priority_gap,1,2,24,~amax_sum_e562199fff3c,unclaimed,,
145,any_amax_amax_af50781fc699,af50781fc699,reduction,reduction_softmax_like,1,1,24,,unclaimed,,
146,mean_f21cc667fe83,f21cc667fe83,reduction,unclassified_priority_gap,1,1,24,mean_d5150760404d,unclaimed,,
147,pointwise_000209e1748d,000209e1748d,pointwise,unclassified_priority_gap,1,1,24,~pointwise_187bbcc9d7ba,unclaimed,,
148,pointwise_09973679af31,09973679af31,pointwise,unclassified_priority_gap,24,2,24,pointwise_7e1a654d52d5,unclaimed,,
149,pointwise_25cec8e73161,25cec8e73161,pointwise,pointwise,1,1,24,,unclaimed,,
150,pointwise_2c1752cb59b4,2c1752cb59b4,pointwise,pointwise,1,1,24,,unclaimed,,
151,pointwise_2db21af13668,2db21af13668,pointwise,pointwise,4,1,24,,unclaimed,,
152,pointwise_39610fd5aba3,39610fd5aba3,pointwise,pointwise,1,1,24,,unclaimed,,
153,pointwise_3c92a46da990,3c92a46da990,pointwise,pointwise,1,1,24,,unclaimed,,
154,pointwise_452ad66ee287,452ad66ee287,pointwise,unclassified_priority_gap,1,1,24,~pointwise_b673b7143973;~pointwise_43aac667469a;~pointwise_75af75329d35,unclaimed,,
155,pointwise_4f45960cc89d,4f45960cc89d,pointwise,pointwise,1,1,24,,unclaimed,,
156,pointwise_59acdb823e92,59acdb823e92,pointwise,pointwise,1,1,24,,unclaimed,,
157,pointwise_5c3762c611b3,5c3762c611b3,pointwise,unclassified_priority_gap,1,1,24,pointwise_a020dfe84962;pointwise_fed52737c4f6,unclaimed,,
158,pointwise_6ee05b1c8806,6ee05b1c8806,pointwise,pointwise,1,1,24,,unclaimed,,
159,pointwise_75d57ea4f44c,75d57ea4f44c,pointwise,pointwise,1,1,24,,unclaimed,,
160,pointwise_ac6b918dc26f,ac6b918dc26f,pointwise,pointwise,1,1,24,,unclaimed,,
161,pointwise_b2b66f70d626,b2b66f70d626,pointwise,unclassified_priority_gap,1,1,24,pointwise_75af75329d35,unclaimed,,
162,pointwise_b65830214642,b65830214642,pointwise,unclassified_priority_gap,1,2,24,pointwise_7dbbfd1acea3,unclaimed,,
163,pointwise_b9618a7f8d96,b9618a7f8d96,pointwise,layout_indexing_stencil_fusion,1,2,24,~pointwise_a942dec89d15,unclaimed,,
164,pointwise_bbf412ad3164,bbf412ad3164,pointwise,unclassified_priority_gap,1,1,24,~pointwise_187bbcc9d7ba,unclaimed,,
165,pointwise_d13382187963,d13382187963,pointwise,unclassified_priority_gap,1,2,24,pointwise_f5a70a963d42,unclaimed,,
166,pointwise_d17fec3a0be5,d17fec3a0be5,pointwise,unclassified_priority_gap,1,1,24,~pointwise_a020dfe84962;~pointwise_fed52737c4f6,unclaimed,,
167,pointwise_ed86b04d7ae6,ed86b04d7ae6,pointwise,unclassified_priority_gap,4,1,24,~pointwise_035529d03c14;~pointwise_0f6eed42fa2c;~pointwise_af2e722aed5d,unclaimed,,
168,pointwise_fb9acc3ed8b0,fb9acc3ed8b0,pointwise,unclassified_priority_gap,1,1,24,~pointwise_187bbcc9d7ba,unclaimed,,
169,sum_24541cd0c55b,24541cd0c55b,reduction,reduction_general,1,1,24,,unclaimed,,
170,sum_35b8acdece58,35b8acdece58,reduction,multi_output_reduction_templates,2,3,24,~sum_1fb7f13c05d1,unclaimed,,
171,sum_a72724ce25f0,a72724ce25f0,reduction,multi_output_reduction_templates,8,4,24,~sum_5688d5156d97,unclaimed,,
172,sum_abcd9bccce7d,abcd9bccce7d,reduction,multi_output_reduction_templates,8,13,24,~sum_2b63837952dc;~sum_34445852895e;~sum_acbec27412d2,unclaimed,,
173,sum_sum_668480e6f63c,668480e6f63c,reduction,reduction_general,1,1,24,,unclaimed,,
174,sum_sum_sum_11d45d703ba6,11d45d703ba6,reduction,reduction_general,1,1,24,,unclaimed,,
175,sum_sum_sum_51593d0552e5,51593d0552e5,reduction,reduction_general,1,1,24,,unclaimed,,
176,sum_sum_sum_565b9b0299d1,565b9b0299d1,reduction,reduction_general,1,1,24,,unclaimed,,
177,var_mean_60f28772f7d2,60f28772f7d2,reduction,norm_template_canonicalization,1,1,24,~var_mean_3eaa1c7a7442;~var_mean_b7b154e2f8c6,unclaimed,,
178,amax_sum_69008a1fbe7e,69008a1fbe7e,reduction,reduction_softmax_like,1,1,23,,unclaimed,,
179,amax_sum_sum_a184947064f0,a184947064f0,reduction,scatter_gather,1,1,23,,unclaimed,,
180,pointwise_260db4f7087d,260db4f7087d,pointwise,unclassified_priority_gap,1,1,23,~pointwise_869474330b72,unclaimed,,
181,pointwise_2c331ef4f17f,2c331ef4f17f,pointwise,layout_indexing_stencil_fusion,23,11,23,pointwise_57287c224f10,unclaimed,,
182,pointwise_598163daa1a2,598163daa1a2,pointwise,unclassified_priority_gap,1,2,23,pointwise_69399b54497b,unclaimed,,
183,pointwise_8e1dc74da682,8e1dc74da682,pointwise,unclassified_priority_gap,11,6,23,pointwise_8e1dc74da682,unclaimed,,
184,pointwise_b79cf7b4f823,b79cf7b4f823,pointwise,unclassified_priority_gap,1,1,23,pointwise_b954be2ccd22,unclaimed,,
185,sum_ed1b436345f1,ed1b436345f1,reduction,multi_output_reduction_templates,1,2,23,~sum_62dca72fabd1,unclaimed,,
186,sum_sum_sum_3ff81c8b8d35,3ff81c8b8d35,reduction,reduction_general,1,1,23,,unclaimed,,
187,sum_sum_sum_65c3d9f36fd9,65c3d9f36fd9,reduction,reduction_general,1,1,23,,unclaimed,,
188,sum_sum_sum_db49054473fe,db49054473fe,reduction,reduction_general,1,2,23,,unclaimed,,
189,sum_sum_sum_e39690a4a03d,e39690a4a03d,reduction,reduction_general,1,1,23,,unclaimed,,
190,var_mean_3a55f9ba3f1d,3a55f9ba3f1d,reduction,reduction_var_mean,1,1,23,,unclaimed,,
191,var_mean_8577bcc46cb1,8577bcc46cb1,reduction,norm_template_canonicalization,1,2,23,~var_mean_d22940b03b5c;~var_mean_d8fae237d769;~var_mean_034578d167c5,unclaimed,,
192,var_mean_ef39f9e8098e,ef39f9e8098e,reduction,unclassified_priority_gap,1,2,23,~var_mean_0361de9eae81;~var_mean_4ca91616285c;~var_mean_6a701483fed1,unclaimed,,
193,var_mean_f7a754994b8a,f7a754994b8a,reduction,norm_template_canonicalization,1,2,23,~var_mean_d22940b03b5c;~var_mean_d8fae237d769;~var_mean_034578d167c5,unclaimed,,
194,var_mean_var_mean_5cc92f5d49c1,5cc92f5d49c1,reduction,reduction_var_mean,23,8,23,,unclaimed,,
195,max_amax_sum_66e6dc6d2131,66e6dc6d2131,reduction,reduction_softmax_like,1,1,22,,unclaimed,,
196,pointwise_0cd85fd63f82,0cd85fd63f82,pointwise,unclassified_priority_gap,1,2,22,~pointwise_d604053b7cd8,unclaimed,,
197,pointwise_544fac7c5583,544fac7c5583,pointwise,pointwise,3,2,22,,unclaimed,,
198,sum_be521af00034,be521af00034,reduction,reduction_general,1,2,22,,unclaimed,,
199,sum_sum_sum_33df09c4b328,33df09c4b328,reduction,reduction_general,1,2,22,,unclaimed,,
200,var_mean_787e1d544efe,787e1d544efe,reduction,unclassified_priority_gap,1,2,22,~var_mean_0361de9eae81;~var_mean_4ca91616285c;~var_mean_6a701483fed1,unclaimed,,
201,pointwise_95ed2ef35da9,95ed2ef35da9,pointwise,layout_indexing_stencil_fusion,2,3,21,pointwise_9edaf9e5b4c4,unclaimed,,
202,amax_sum_fa4cc85fe5ad,fa4cc85fe5ad,reduction,reduction_softmax_like,2,3,20,~amax_sum_4fb4f9a0bf43,unclaimed,,
203,pointwise_c911fb4f9b47,c911fb4f9b47,pointwise,layout_indexing_stencil_fusion,20,1,20,pointwise_1383c536f620;pointwise_556aac88a856;pointwise_7e9403871aac,unclaimed,,
204,pointwise_f11bfb86b6b6,f11bfb86b6b6,pointwise,layout_indexing_stencil_fusion,3,2,20,pointwise_604e62335f7c;pointwise_fc46ae4ec316,unclaimed,,
205,sum_d5a292f49eef,d5a292f49eef,reduction,reduction_general,2,3,20,,unclaimed,,
206,sum_sum_e2c16e4d1008,e2c16e4d1008,reduction,multi_output_reduction_templates,3,2,20,~sum_sum_2eb4fbbc04e1,unclaimed,,
207,sum_sum_sum_fb3a1658dadb,fb3a1658dadb,reduction,reduction_general,20,8,20,,unclaimed,,
208,var_mean_841c9dfd6146,841c9dfd6146,reduction,norm_template_canonicalization,3,2,20,~var_mean_dd2f7ee1cf42;~var_mean_b7d516740b38;~var_mean_bbc2387d0095,unclaimed,,
209,pointwise_15e408415993,15e408415993,pointwise,unclassified_priority_gap,3,2,18,~pointwise_009d1088ee9e;~pointwise_0de8974bd5cb;~pointwise_391b0009ff83,unclaimed,,
210,pointwise_1611fb0c7845,1611fb0c7845,pointwise,unclassified_priority_gap,2,4,18,pointwise_3c320014165a;pointwise_6b333f661800;pointwise_cffb7fe32779,unclaimed,,
211,pointwise_47bdc8c7c0cd,47bdc8c7c0cd,pointwise,unclassified_priority_gap,2,4,18,~pointwise_5adbbefc8021,unclaimed,,
212,pointwise_c8d23ac4414d,c8d23ac4414d,pointwise,unclassified_priority_gap,11,23,18,pointwise_1eb557d9b42d;pointwise_f30674e2e5ee,unclaimed,,
213,pointwise_d5a413a2c233,d5a413a2c233,pointwise,unclassified_priority_gap,2,4,18,pointwise_3c320014165a;pointwise_6b333f661800;pointwise_cffb7fe32779,unclaimed,,
214,sum_03788f40c42f,03788f40c42f,reduction,reduction_general,2,4,18,,unclaimed,,
215,sum_e93685de7228,e93685de7228,reduction,reduction_general,2,4,18,~sum_ad4468aef9e0,unclaimed,,
216,pointwise_52fe1925ccda,52fe1925ccda,pointwise,unclassified_priority_gap,10,22,17,~pointwise_0a2f01161fd8;~pointwise_ccfd75b90652;~pointwise_7f7eee8e728d,unclaimed,,
217,pointwise_9128d8745e42,9128d8745e42,pointwise,pointwise,3,2,17,,unclaimed,,
218,var_mean_1f68e5f6c601,1f68e5f6c601,reduction,unclassified_priority_gap,2,3,17,~var_mean_40d5a5a49ffd;~var_mean_b3ec7ad4195e;~var_mean_c97d1570c0ff,unclaimed,,
219,var_mean_var_mean_var_mean_3ee1c6df35f0,3ee1c6df35f0,reduction,reduction_var_mean,3,2,17,,unclaimed,,
220,mean_41e8bba10b8b,41e8bba10b8b,reduction,unclassified_priority_gap,1,1,16,mean_8b70c08405c1,unclaimed,,
221,mean_fa289c1b737a,fa289c1b737a,reduction,multi_output_reduction_templates,10,2,16,~mean_c324cfc06a94;~mean_f859bb8c0f42;~pointwise_72ba9dfd2891,unclaimed,,
222,pointwise_3116aaaaedd1,3116aaaaedd1,pointwise,pointwise,1,1,16,,unclaimed,,
223,pointwise_36f727d981e4,36f727d981e4,pointwise,layout_indexing_stencil_fusion,10,14,16,pointwise_fe13a47e3f19,unclaimed,,
224,pointwise_644fa7675014,644fa7675014,pointwise,unclassified_priority_gap,9,22,16,pointwise_7f7eee8e728d;pointwise_84889e450e5e;pointwise_de5d79bbec4a,unclaimed,,
225,pointwise_a07e50c2fb69,a07e50c2fb69,pointwise,layout_indexing_stencil_fusion,1,1,16,pointwise_2cc7c346a6db,unclaimed,,
226,pointwise_ae2a7de08481,ae2a7de08481,pointwise,layout_indexing_stencil_fusion,6,2,16,pointwise_83e53cefde12,unclaimed,,
227,pointwise_ba870b00a0b3,ba870b00a0b3,pointwise,layout_indexing_stencil_fusion,6,2,16,pointwise_d47c7d477bf3;pointwise_fd8663effbda,unclaimed,,
228,pointwise_fb4ca2518d23,fb4ca2518d23,pointwise,layout_indexing_stencil_fusion,6,2,16,~pointwise_85c62511d369,unclaimed,,
229,sum_sum_292e665668b6,292e665668b6,reduction,reduction_general,10,2,16,,unclaimed,,
230,sum_sum_4df091034d07,4df091034d07,reduction,multi_output_reduction_templates,1,1,16,~sum_sum_aac6620b978d,unclaimed,,
231,sum_sum_c91da8ecf163,c91da8ecf163,reduction,reduction_general,10,2,16,,unclaimed,,
232,var_mean_mean_e790938418f4,e790938418f4,reduction,reduction_var_mean,10,2,16,,unclaimed,,
233,sum_sum_sum_951d09ecbec1,951d09ecbec1,reduction,reduction_general,3,2,15,,unclaimed,,
234,var_mean_0ada225c0a04,0ada225c0a04,reduction,norm_template_canonicalization,13,20,15,var_mean_d22940b03b5c;var_mean_d8fae237d769,unclaimed,,
235,var_mean_547bcc63004b,547bcc63004b,reduction,norm_template_canonicalization,3,2,15,var_mean_d22940b03b5c;var_mean_d8fae237d769,unclaimed,,
236,var_mean_eb058371f885,eb058371f885,reduction,norm_template_canonicalization,4,2,15,~var_mean_2f98fd23fbea;~var_mean_e4d2655a5279,unclaimed,,
237,sum_2f173ee403d1,2f173ee403d1,reduction,reduction_general,2,3,14,,unclaimed,,
238,sum_mean_1db528935b36,1db528935b36,reduction,reduction_general,4,2,14,,unclaimed,,
239,sum_mean_6150664fe0bf,6150664fe0bf,reduction,reduction_general,4,2,14,,unclaimed,,
240,sum_sum_sum_865e7fa30b8a,865e7fa30b8a,reduction,reduction_general,4,2,14,,unclaimed,,
241,sum_sum_sum_db03a2e026aa,db03a2e026aa,reduction,reduction_general,2,2,14,,unclaimed,,
242,var_mean_e98d6d833b6e,e98d6d833b6e,reduction,norm_template_canonicalization,4,2,14,~var_mean_2f98fd23fbea;~var_mean_e4d2655a5279,unclaimed,,
243,amax_sum_821fb95bd167,821fb95bd167,reduction,reduction_softmax_like,4,1,13,,unclaimed,,
244,pointwise_c707ca49a4aa,c707ca49a4aa,pointwise,layout_indexing_stencil_fusion,1,1,13,pointwise_352e97c8de09,unclaimed,,
245,pointwise_eb3a50b8feaa,eb3a50b8feaa,pointwise,unclassified_priority_gap,1,1,13,~pointwise_49473bb3f273;~pointwise_902799b6712e,unclaimed,,
246,sum_sum_sum_ddcfccfb8340,ddcfccfb8340,reduction,reduction_general,4,2,13,,unclaimed,,
247,amax_sum_528a3c274a41,528a3c274a41,reduction,scatter_gather,1,1,12,,unclaimed,,
248,amax_sum_7a65d2915044,7a65d2915044,reduction,reduction_softmax_like,1,1,12,~amax_sum_4fb4f9a0bf43,unclaimed,,
249,amax_sum_8002af197c08,8002af197c08,reduction,reduction_softmax_like,1,1,12,amax_sum_4fb4f9a0bf43,unclaimed,,
250,mean_var_83ed19c04171,83ed19c04171,reduction,unclassified_priority_gap,1,2,12,~mean_var_cb9752aff835,unclaimed,,
251,pointwise_07c6ea330ab4,07c6ea330ab4,pointwise,layout_indexing_stencil_fusion,1,1,12,pointwise_e796eba4dc47,unclaimed,,
252,pointwise_07e2552977f5,07e2552977f5,pointwise,unclassified_priority_gap,1,1,12,~pointwise_9a3b1c27ce63;~pointwise_b46f81501f11,unclaimed,,
253,pointwise_0c33f088df8a,0c33f088df8a,pointwise,pointwise,1,1,12,,unclaimed,,
254,pointwise_0c4549e63f48,0c4549e63f48,pointwise,layout_indexing_stencil_fusion,1,1,12,~pointwise_8aed5a56d560;~pointwise_49ac8c44e9b1,unclaimed,,
255,pointwise_2b567494bf14,2b567494bf14,pointwise,layout_indexing_stencil_fusion,1,1,12,pointwise_14c6968f5870,unclaimed,,
256,pointwise_331deef26ac5,331deef26ac5,pointwise,layout_indexing_stencil_fusion,1,2,12,~pointwise_4d236bfe44e3;~pointwise_05d4844325ca;~pointwise_43877c71f0eb,unclaimed,,
257,pointwise_3a0cd5d11499,3a0cd5d11499,pointwise,unclassified_priority_gap,3,2,12,pointwise_17542057506f;pointwise_2babaf917a12;pointwise_b51064ab890f,unclaimed,,
258,pointwise_400b9e2117e6,400b9e2117e6,pointwise,layout_indexing_stencil_fusion,1,1,12,~pointwise_352e97c8de09,unclaimed,,
259,pointwise_4d236bfe44e3,4d236bfe44e3,pointwise,layout_indexing_stencil_fusion,1,2,12,pointwise_4d236bfe44e3,unclaimed,,
260,pointwise_5e648310bc29,5e648310bc29,pointwise,unclassified_priority_gap,1,1,12,~pointwise_869474330b72;~pointwise_035529d03c14;~pointwise_0f6eed42fa2c,unclaimed,,
261,pointwise_60c4eafecc9d,60c4eafecc9d,pointwise,pointwise,1,1,12,,unclaimed,,
262,pointwise_62b6a7509fae,62b6a7509fae,pointwise,unclassified_priority_gap,1,2,12,~pointwise_a8cdc8d494fe;~pointwise_b33a9caccca9,unclaimed,,
263,pointwise_62ec9910b2e0,62ec9910b2e0,pointwise,layout_indexing_stencil_fusion,1,1,12,~pointwise_2a606dbbfc3f;~pointwise_388aef7dede1;~pointwise_14c6968f5870,unclaimed,,
264,pointwise_642e9b69a215,642e9b69a215,pointwise,unclassified_priority_gap,1,1,12,~pointwise_869474330b72;~pointwise_035529d03c14;~pointwise_0f6eed42fa2c,unclaimed,,
265,pointwise_65717f3841e5,65717f3841e5,pointwise,pointwise,1,1,12,,unclaimed,,
266,pointwise_732ce9dc68ae,732ce9dc68ae,pointwise,pointwise,1,1,12,,unclaimed,,
267,pointwise_7939829e1a9f,7939829e1a9f,pointwise,unclassified_priority_gap,1,1,12,pointwise_507b6c4f340b;pointwise_978fc4b401d5,unclaimed,,
268,pointwise_8352994b2efb,8352994b2efb,pointwise,layout_indexing_stencil_fusion,1,1,12,pointwise_6e25de172ea8,unclaimed,,
269,pointwise_bae56b847d32,bae56b847d32,pointwise,unclassified_priority_gap,1,2,12,~pointwise_17542057506f;~pointwise_2babaf917a12;~pointwise_b51064ab890f,unclaimed,,
270,pointwise_c7832ce0ffe9,c7832ce0ffe9,pointwise,layout_indexing_stencil_fusion,1,1,12,~pointwise_419a25045ae7;~pointwise_a089fe99095f;~pointwise_e796eba4dc47,unclaimed,,
271,pointwise_d64bf5ae57b2,d64bf5ae57b2,pointwise,layout_indexing_stencil_fusion,1,1,12,~pointwise_8aed5a56d560;~pointwise_49ac8c44e9b1,unclaimed,,
272,pointwise_d65c0807a819,d65c0807a819,pointwise,layout_indexing_stencil_fusion,1,1,12,~pointwise_5f115aa13d72;~pointwise_b556697c6ec2;~pointwise_6e25de172ea8,unclaimed,,
273,pointwise_d8b4b9aa58c4,d8b4b9aa58c4,pointwise,layout_indexing_stencil_fusion,1,1,12,~pointwise_9267d93b08b3;~pointwise_17542057506f;~pointwise_2babaf917a12,unclaimed,,
274,pointwise_e35c7162abbb,e35c7162abbb,pointwise,pointwise,1,1,12,,unclaimed,,
275,pointwise_ee22f47c826d,ee22f47c826d,pointwise,unclassified_priority_gap,1,1,12,~pointwise_1c92ebb90ca9;~pointwise_49473bb3f273,unclaimed,,
276,sum_07fa37421ff1,07fa37421ff1,reduction,reduction_general,1,1,12,,unclaimed,,
